TransactionNo,Date,Product_Number,Product_Name,Price,Quantity,CustomerNo,Country,Currency
T576329,2019-11-14,23351,"Roll wrap 50s christmas",12,1,15329,"United Kingdom",GBP
T576329,2019-11-14,90200,"Green sweetheart bracelet",14,1,15329,"United Kingdom",GBP
T576339,2019-11-14,21933,"Pink vintage paisley picnic bag",12,3,14096,"United Kingdom",GBP
T576339,2019-11-14,22131,"Food container set 3 love heart",14,10,14096,"United Kingdom",GBP
T576339,2019-11-13,22738,"Ribbon reel snowy village",13,5,14096,"United Kingdom",GBP
T576339,2019-11-14,23263,"Set of 3 wooden heart decorations",0,10,14096,"United Kingdom",GBP
T576339,2019-11-14,22998,"Travel card wallet keep calm",11,2,14096,"United Kingdom",GBP
T576357,2019-11-14,20685,"Doormat red retrospot ",18,2,15660,"United Kingdom",GBP
T576357,2019-11-14,84945,"Multi colour silver tlight holder",0,24,15660,"United Kingdom",GBP
T576371,2019-11-15,22186,"Red star card holder",12,10,14911,Ireland,EUR
T576371,2019-11-15,22340,"Noel garland painted zinc",10,24,14911,Ireland,EUR
T576371,2019-11-15,85123,"Cream hanging heart tlight holder ",0,12,14911,Ireland,EUR
T576388,2019-11-15,21892,"Traditional wooden catch cup game",0,12,17510,"United Kingdom",GBP
T576391,2019-11-15,84997,"Childrens cutlery retrospot red ",18,NULL,17391,"United Kingdom",GBP
T576405,2019-11-14,22087,"Paper bunting white lace",13,21,13735,"United Kingdom",GBP
T576447,2019-11-15,22619,"Set of 6 soldier skittles",14,4,13949,"United Kingdom",GBP
T576538,2019-11-15,23076,"Ice cream sundae lip gloss",11,20,14725,"United Kingdom",GBP
T576560,2019-11-14,22577,"Wooden heart christmas scandinavian",10,2,12877,"United Kingdom",GBP
T576560,2019-11-14,22722,"Set of 6 spice tins pantry design",14,3,12877,"United Kingdom",GBP
T576587,2019-11-14,23199,"Jumbo bag apples",6,3,18123,"United Kingdom",GBP
T576592,2019-11-14,20992,"Jazz hearts purse notebook",10,10,13614,"United Kingdom",GBP
T576593,2019-11-15,23355,"Hot water bottle keep calm",0,10,15720,"United Kingdom",GBP
T576593,2019-11-15,23513,"Embroidered ribbon reel susie",0,NULL,15720,"United Kingdom",GBP
T576607,2019-11-14,22909,"Set of 20 vintage christmas napkins",11,12,12474,Germany,EUR
T576609,2019-11-15,23193,"Buffalo bill treasure book box",12,3,15556,"United Kingdom",GBP
T576613,2019-11-15,84879,"Assorted colour bird ornament",11,10,13854,"United Kingdom",GBP
T576617,2019-11-15,22703,"Pink cat bowl",11,NULL,16617,"United Kingdom",GBP
T576617,2019-11-15,23275,"Set of 3 hanging owls ollie beak",0,5,16617,"United Kingdom",GBP
T576617,2019-11-15,22902,"Tote bag i love london",14,NULL,16617,"United Kingdom",GBP
T576617,2019-11-15,84077,"World war 2 gliders asstd designs",10,4,16617,"United Kingdom",GBP
T576617,2019-11-15,85038,"6 chocolate love heart tlights ",0,1,16617,"United Kingdom",GBP
T576617,2019-11-14,22969,"Homemade jam scented candles ",13,10,16617,"United Kingdom",GBP
T576617,2019-11-15,21025,"Space frog",12,2,16617,"United Kingdom",GBP
T576617,2019-11-15,23319,"Box of 6 mini 50s crackers",15,NULL,16617,"United Kingdom",GBP
T576617,2019-11-15,71459,"Hanging jam jar tlight holders",11,8,16617,"United Kingdom",GBP
T576618,2019-11-15,23274,"Star tlight holder willie winkie",13,1,17618,"United Kingdom",GBP
T576625,2019-11-14,21742,"Large round wicker platter",16,10,15571,"United Kingdom",GBP
T576634,2019-11-15,23480,"Mini lights woodland mushrooms",0,10,13297,"United Kingdom",GBP
T576650,2019-11-16,22530,"Magic drawing slate dolly girl",10,24,14286,"United Kingdom",GBP
T576653,2019-11-16,47566,"Party bunting",14,96,14156,Ireland,EUR
T576665,2019-11-15,23321,"Small white heart of wicker",11,10,17841,"United Kingdom",GBP
T576686,2019-11-16,23229,"Vintage donkey tail game",14,10,16916,"United Kingdom",GBP
T576686,2019-11-16,21154,"Red retrospot oven glove",0,NULL,16916,"United Kingdom",GBP
T576696,2019-11-15,22578,"Wooden star christmas scandinavian",10,6,16669,"United Kingdom",GBP
T576778,2019-11-16,22086,"Paper chain kit 50s christmas",0,NULL,16085,"United Kingdom",GBP
T576779,2019-11-15,23081,"Green metal box army supplies",18,2,14554,"United Kingdom",GBP
T576784,2019-11-16,21988,"Pack of 6 skull paper plates",11,5,16204,"United Kingdom",GBP
T576834,2019-11-16,22086,"Paper chain kit 50s christmas",13,12,13458,"United Kingdom",GBP
T576834,2019-11-16,23234,"Biscuit tin vintage christmas",13,6,13458,"United Kingdom",GBP
T576837,2019-11-16,21874,"Gin and tonic mug ",13,1,16837,"United Kingdom",GBP
T576837,2019-11-16,23564,"Egg cup milkmaid ingrid",12,10,16837,"United Kingdom",GBP
T576837,2019-11-16,23236,"Storage tin vintage doily",16,2,16837,"United Kingdom",GBP
T576837,2019-11-16,22076,"6 ribbons empire ",11,10,16837,"United Kingdom",GBP
T576837,2019-11-16,22989,"Set 2 pantry design tea towels",17,NULL,16837,"United Kingdom",GBP
T576837,2019-11-16,22751,"Feltcraft princess olivia doll",0,1,16837,"United Kingdom",GBP
T576840,2019-11-16,22549,"Picture dominoes",13,3,14840,"United Kingdom",GBP
T576840,2019-11-16,20726,"Lunch bag woodland ",7,10,14840,"United Kingdom",GBP
T576840,2019-11-16,20963,"Apple bath sponge",12,1,14840,"United Kingdom",GBP
T576840,2019-11-16,23156,"Set of 5 mini grocery magnets",14,1,14840,"United Kingdom",GBP
T576844,2019-11-16,84836,"Zinc metal heart decoration",11,48,16713,"United Kingdom",GBP
T576846,2019-11-16,84077,"World war 2 gliders asstd designs",0,48,13500,"United Kingdom",GBP
T576848,2019-11-16,22992,"Revolver wooden ruler",12,10,15051,"United Kingdom",GBP
T576848,2019-11-16,23255,"Childrens cutlery circus parade",0,NULL,15051,"United Kingdom",GBP
T576864,2019-11-16,22721,"Set of 3 cake tins sketchbook",15,1,12748,"United Kingdom",GBP
T576872,2019-11-15,23335,"Egg frying pan ivory ",12,10,13238,"United Kingdom",GBP
T576894,2019-11-17,22749,"Feltcraft princess charlotte doll",14,NULL,12681,France,EUR
T576909,2019-11-17,23289,"Dolly girl childrens bowl",0,16,12471,Germany,EUR
T576916,2019-11-17,22436,"12 coloured party balloons",10,40,14655,"United Kingdom",GBP
T576933,2019-11-17,21507,"Elephant birthday card",10,10,15529,"United Kingdom",GBP
T576933,2019-11-16,22417,"Pack of 60 spaceboy cake cases",10,10,15529,"United Kingdom",GBP
T576948,2019-11-17,23581,"Jumbo bag paisley park",6,20,14515,"United Kingdom",GBP
T577010,2019-11-17,22400,"Magnets pack of 4 home sweet home ",10,1,15506,"United Kingdom",GBP
T577010,2019-11-17,20983,"12 pencils tall tube red retrospot",11,48,15506,"United Kingdom",GBP
T577016,2019-11-17,22928,"Yellow giant garden thermometer",16,7,17095,"United Kingdom",GBP
T577022,2019-11-16,23490,"Tlight holder hanging love bird",14,10,13668,"United Kingdom",GBP
T577024,2019-11-17,21494,"Rotating leaves tlight holder",11,1,14704,"United Kingdom",GBP
T577029,2019-11-17,84692,"Box of 24 cocktail parasols ",10,10,15563,"United Kingdom",GBP
T577039,2019-11-17,84375,"Set of 20 kids cookie cutters",0,10,12539,Spain,EUR
T577046,2019-11-16,20726,"Lunch bag woodland",5,10,12449,Belgium,BEF
T577048,2019-11-17,22138,"Baking set 9 piece retrospot ",15,10,13247,"United Kingdom",GBP
T577051,2019-11-17,23131,"Mistletoe heart wreath cream",14,10,14034,"United Kingdom",GBP
T577052,2019-11-17,22311,"Office mug warmer blacksilver",13,2,17397,"United Kingdom",GBP
T577056,2019-11-17,17021,"Namaste swagat incense ",10,NULL,17985,"United Kingdom",GBP
T577057,2019-11-16,21896,"Potting shed twine",12,1,12748,"United Kingdom",GBP
T577057,2019-11-17,21650,"Assorted tutti frutti bracelet",10,10,12748,"United Kingdom",GBP
T577057,2019-11-17,23154,"Set of 4 jam jar magnets",12,NULL,12748,"United Kingdom",GBP
T577057,2019-11-17,23395,"Belle jardiniere cushion cover",14,10,12748,"United Kingdom",GBP
T577058,2019-11-17,23581,"Jumbo bag paisley park",6,3,18122,"United Kingdom",GBP
T577058,2019-11-17,22579,"Wooden tree christmas scandinavian",10,40,18122,"United Kingdom",GBP
T577058,2019-11-17,85123,"Cream hanging heart tlight holder",13,3,18122,"United Kingdom",GBP
T577076,2019-11-17,21032,"Space cadet white ",0,NULL,14362,"United Kingdom",GBP
T577078,2019-11-17,20728,"Lunch bag cars blue",7,2,17078,"United Kingdom",GBP
T577078,2019-11-17,20771,"Chrysanthemum journal",15,NULL,17078,"United Kingdom",GBP
T577078,2019-11-16,22109,"Full english breakfast plate",17,NULL,17078,"United Kingdom",GBP
T577078,2019-11-16,22485,"Set of 2 wooden market crates",35,2,17078,"United Kingdom",GBP
T577078,2019-11-16,35953,"Folkart star christmas decorations",10,4,17078,"United Kingdom",GBP
T577078,2019-11-17,21976,"Pack of 60 mushroom cake cases",0,1,17078,"United Kingdom",GBP
T577078,2019-11-17,22350,"Illustrated cat bowl",0,10,17078,"United Kingdom",GBP
T577078,2019-11-17,21930,"Jumbo storage bag skulls",14,NULL,17078,"United Kingdom",GBP
T577078,2019-11-17,23200,"Jumbo bag pears",0,1,17078,"United Kingdom",GBP
T577078,2019-11-17,23177,"Treasure island book box",0,1,17078,"United Kingdom",GBP
T577078,2019-11-17,72799,"Ivory pillar candle silver flock",13,2,17078,"United Kingdom",GBP
T577094,2019-11-17,22115,"Metal sign empire tea",11,10,15435,"United Kingdom",GBP
T577106,2019-11-17,23300,"Gardeners kneeling pad cup of tea ",11,NULL,14456,"United Kingdom",GBP
T577106,2019-11-17,22537,"Magic drawing slate dinosaur",10,NULL,14456,"United Kingdom",GBP
T577106,2019-11-17,84380,"Set of 3 butterfly cookie cutters",11,2,14456,"United Kingdom",GBP
T577121,2019-11-17,23196,"Vintage leaf magnetic notepad",11,10,12681,France,EUR
T577133,2019-11-18,21340,"Classic metal birdcage plant holder",23,1,13962,"United Kingdom",GBP
T577142,2019-11-18,21238,"Red retrospot cup",11,10,13985,"United Kingdom",GBP
T577167,2019-11-17,23322,"Large white heart of wicker",13,10,16511,"United Kingdom",GBP
T577174,2019-11-18,84997,"Childrens cutlery retrospot red ",14,1,17841,"United Kingdom",GBP
T577182,2019-11-17,20711,"Jumbo bag toys",6,10,16945,"United Kingdom",GBP
T577217,2019-11-17,23266,"Set of 3 wooden stocking decoration",11,2,17324,"United Kingdom",GBP
T577298,2019-11-17,23173,"Regency teapot roses",20,2,14299,"United Kingdom",GBP
T577314,2019-11-18,23479,"Wire egg basket",18,2,12444,Norway,NOK
T577314,2019-11-18,72807,"Set3 vanilla scented candle in box",14,NULL,12444,Norway,NOK
T577317,2019-11-18,22865,"Hand warmer owl design",12,4,16426,"United Kingdom",GBP
T577319,2019-11-18,22222,"Cake plate lovebird white",15,1,17301,"United Kingdom",GBP
T577336,2019-11-18,22720,"Set of 3 cake tins pantry design",15,10,14793,"United Kingdom",GBP
T577337,2019-11-18,23130,"Mistletoe heart wreath green",14,1,15494,"United Kingdom",GBP
T577341,2019-11-18,22593,"Christmas gingham star",0,10,16279,"United Kingdom",GBP
T577355,2019-11-18,23170,"Regency tea plate roses",11,NULL,14911,Ireland,EUR
T577358,2019-11-18,20733,"Gold mini tape measure ",11,NULL,12358,Austria,ATS
T577358,2019-11-18,72351,"Set6 turquoise butterfly tlights",14,NULL,12358,Austria,ATS
T577358,2019-11-18,21894,"Potting shed seed envelopes",12,1,12358,Austria,ATS
T577358,2019-11-18,22562,"Monsters stencil craft",12,1,12358,Austria,ATS
T577359,2019-11-18,23029,"Drawer knob crackle glaze green",11,NULL,14903,"United Kingdom",GBP
T577359,2019-11-18,22866,"Hand warmer scotty dog design",12,4,14903,"United Kingdom",GBP
T577365,2019-11-18,23289,"Dolly girl childrens bowl",0,8,17063,"United Kingdom",GBP
T577393,2019-11-18,23535,"Wall art bicycle safety",15,NULL,14031,"United Kingdom",GBP
T577400,2019-11-18,22867,"Hand warmer bird design",12,10,16201,"United Kingdom",GBP
T577403,2019-11-20,22624,"Ivory kitchen scales",18,NULL,13988,"United Kingdom",GBP
T577410,2019-11-19,22776,"Sweetheart 3 tier cake stand",20,NULL,14664,"United Kingdom",GBP
T577438,2019-11-20,22475,"Skull design tv dinner tray",0,10,18118,"United Kingdom",GBP
T577480,2019-11-19,82483,"Wood 2 drawer cabinet white finish ",17,NULL,14525,"United Kingdom",GBP
T577480,2019-11-20,21683,"Medium medina stamped metal bowl ",13,3,14525,"United Kingdom",GBP
T577483,2019-11-20,21905,"More butter metal sign",11,NULL,14502,"United Kingdom",GBP
T577484,2019-11-19,23103,"Jingle bell heart decoration",11,NULL,13536,"United Kingdom",GBP
T577485,2019-11-20,23371,"Set 36 colour pencils spaceboy",11,1,16360,"United Kingdom",GBP
T577485,2019-11-20,23367,"Set 12 colour pencils spaceboy",10,2,16360,"United Kingdom",GBP
T577493,2019-11-19,23581,"Jumbo bag paisley park",6,6,17323,"United Kingdom",GBP
T577495,2019-11-20,23583,"Lunch bag paisley park",5,2,14704,"United Kingdom",GBP
T577504,2019-11-20,21080,"Set20 red retrospot paper napkins",11,10,14159,"United Kingdom",GBP
T577504,2019-11-20,22367,"Childrens apron spaceboy design",0,NULL,14159,"United Kingdom",GBP
T577506,2019-11-19,23126,"Feltcraft girl amelie kit",15,1,13212,"United Kingdom",GBP
T577506,2019-11-20,22094,"Red retrospot tissue box",10,4,13212,"United Kingdom",GBP
T577507,2019-11-20,23597,"Paper bunting paisley park",13,2,14710,"United Kingdom",GBP
T577508,2019-11-20,21810,"Christmas hanging star with bell",10,6,18127,"United Kingdom",GBP
T577511,2019-11-20,23504,"Playing cards jubilee union jack ",11,3,17561,"United Kingdom",GBP
T577517,2019-11-19,23493,"Vintage doily travel sewing kit",12,4,16710,"United Kingdom",GBP
T577524,2019-11-19,23165,"Large ceramic top storage jar",11,NULL,16905,"United Kingdom",GBP
T577530,2019-11-19,21770,"Open closed metal sign ",15,2,14950,"United Kingdom",GBP
T577531,2019-11-19,20674,"Green polkadot bowl",12,3,13531,"United Kingdom",GBP
T577531,2019-11-19,23150,"Ivory sweetheart soap dish",15,1,13531,"United Kingdom",GBP
T577531,2019-11-20,21843,"Red retrospot cake stand",31,1,13531,"United Kingdom",GBP
T577532,2019-11-19,51014,"Feather pen coal black",10,12,16666,"United Kingdom",GBP
T577533,2019-11-20,22348,"Tea bag plate red retrospot",0,2,16877,"United Kingdom",GBP
T577535,2019-11-20,22230,"Jigsaw tree with watering can",10,10,14071,"United Kingdom",GBP
T577538,2019-11-20,23480,"Mini lights woodland mushrooms",14,10,18040,"United Kingdom",GBP
T577549,2019-11-19,20728,"Lunch bag cars blue",0,NULL,17841,"United Kingdom",GBP
T577557,2019-11-20,22914,"Blue coat rack paris fashion",15,1,15426,"United Kingdom",GBP
T577557,2019-11-20,23402,"Home sweet home 3 peg hanger",14,2,15426,"United Kingdom",GBP
T577597,2019-11-21,23172,"Regency tea plate pink",11,NULL,16366,"United Kingdom",GBP
T577599,2019-11-21,22090,"Paper bunting retrospot",13,10,15738,"United Kingdom",GBP
T577606,2019-11-21,37448,"Ceramic cake design spotted mug ",11,12,12462,Spain,EUR
T577669,2019-11-20,23166,"Medium ceramic top storage jar",0,96,15567,"United Kingdom",GBP
T577689,2019-11-21,22087,"Paper bunting white lace",13,10,17664,"United Kingdom",GBP
T577700,2019-11-21,16225,"Rattle snake eggs",11,10,14449,"United Kingdom",GBP
T577700,2019-11-21,23182,"Toilet sign occupied or vacant",11,4,14449,"United Kingdom",GBP
T577723,2019-11-20,22713,"Card i love london",10,12,16713,"United Kingdom",GBP
T577723,2019-11-21,23284,"Doormat keep calm and come in",18,10,16713,"United Kingdom",GBP
T577725,2019-11-21,22325,"Mobile vintage hearts",15,10,14607,"United Kingdom",GBP
T577728,2019-11-21,21098,"Christmas toilet roll",11,7,17811,"United Kingdom",GBP
T577740,2019-11-21,22111,"Scottie dog hot water bottle",15,1,17625,"United Kingdom",GBP
T577741,2019-11-21,22086,"Paper chain kit 50s christmas",13,6,12921,"United Kingdom",GBP
T577746,2019-11-21,23328,"Set 6 school milk bottles in crate",14,NULL,15274,"United Kingdom",GBP
T577747,2019-11-21,22689,"Doormat merry christmas red",18,30,17450,"United Kingdom",GBP
T577748,2019-11-21,16161,"Wrap english rose",10,10,15159,"United Kingdom",GBP
T577748,2019-11-21,22866,"Hand warmer scotty dog design",0,24,15159,"United Kingdom",GBP
T577756,2019-11-21,22983,"Card billboard font",10,10,15115,"United Kingdom",GBP
T577768,2019-11-21,90208,"Pair of pink flower cluster slide",12,10,13768,"United Kingdom",GBP
T577768,2019-11-20,85123,"Cream hanging heart tlight holder",16,3,13768,"United Kingdom",GBP
T577768,2019-11-21,47567,"Tea time kitchen apron",23,1,13768,"United Kingdom",GBP
T577773,2019-11-20,22952,"60 cake cases vintage christmas",10,3,16712,"United Kingdom",GBP
T577773,2019-11-21,22845,"Vintage cream cat food container",16,10,16712,"United Kingdom",GBP
T577778,2019-11-21,21975,"Pack of 60 dinosaur cake cases",10,1,16549,"United Kingdom",GBP
T577782,2019-11-21,22144,"Christmas craft little friends",0,3,16549,"United Kingdom",GBP
T577785,2019-11-21,22733,"3d traditional christmas stickers",11,7,16369,"United Kingdom",GBP
T577791,2019-11-21,22492,"Mini paint set vintage",10,NULL,17100,"United Kingdom",GBP
T577791,2019-11-21,21411,"Gingham heart doorstop red ",14,3,17100,"United Kingdom",GBP
T577791,2019-11-21,22320,"Birds mobile vintage design",16,NULL,17100,"United Kingdom",GBP
T577795,2019-11-21,22210,"Wood stamp set best wishes",11,1,13246,"United Kingdom",GBP
T577800,2019-11-21,22532,"Magic drawing slate leap frog",10,10,15484,"United Kingdom",GBP
T577803,2019-11-21,21977,"Pack of 60 pink paisley cake cases",10,10,16803,"United Kingdom",GBP
T577804,2019-11-21,23241,"Treasure tin gymkhana design",12,10,17432,"United Kingdom",GBP
T577805,2019-11-22,22592,"Cardholder holly wreath metal",7,24,13881,"United Kingdom",GBP
T577812,2019-11-22,22567,"20 dolly pegs retrospot",6,12,16956,"United Kingdom",GBP
T577851,2019-11-22,84755,"Colour glass tlight holder hanging ",6,NULL,13267,"United Kingdom",GBP
T577855,2019-11-22,22151,"Place setting white heart",0,13,15877,"United Kingdom",GBP
T577869,2019-11-22,21232,"Strawberry ceramic trinket pot",6,4,13268,"United Kingdom",GBP
T577919,2019-11-22,71510,"Square metal candleholder base ",11,NULL,17075,"United Kingdom",GBP
T577950,2019-11-22,22993,"Set of 4 pantry jelly moulds ",11,24,14129,"United Kingdom",GBP
T577951,2019-11-22,85034,"3 rose morris boxed candles",11,10,17238,"United Kingdom",GBP
T577951,2019-11-22,21191,"Large white honeycomb paper bell",12,10,17238,"United Kingdom",GBP
T578008,2019-11-22,22966,"Gingerbread man cookie cutter",11,10,14657,"United Kingdom",GBP
T578008,2019-11-22,84378,"Set of 3 heart cookie cutters",11,12,14657,"United Kingdom",GBP
T578008,2019-11-22,21121,"Set10 red polkadot party candles",11,10,14657,"United Kingdom",GBP
T578009,2019-11-22,23323,"White wicker star",12,10,14467,"United Kingdom",GBP
T578011,2019-11-22,23517,"Embroidered ribbon reel rebecca",13,10,15150,"United Kingdom",GBP
T578019,2019-11-22,90114,"Summer daisies bag charm",12,NULL,17360,"United Kingdom",GBP
T578024,2019-11-22,23084,"Rabbit night light",12,24,12705,Germany,EUR
T578040,2019-11-22,22510,"Gingham babushka doorstop",14,1,13322,"United Kingdom",GBP
T578040,2019-11-22,22822,"Cream wall planter heart shaped",0,NULL,13322,"United Kingdom",GBP
T578041,2019-11-21,22030,"Swallows greeting card",10,NULL,17338,"United Kingdom",GBP
T578041,2019-11-22,21167,"White sage incense",10,25,17338,"United Kingdom",GBP
T578041,2019-11-22,22952,"60 cake cases vintage christmas",10,1,17338,"United Kingdom",GBP
T578057,2019-11-21,21368,"Mirrored wall art ladies",11,10,12920,"United Kingdom",GBP
T578057,2019-11-21,21912,"Vintage snakes  ladders",14,NULL,12920,"United Kingdom",GBP
